J0139+5814_56569.97986.ar.pscr.zap.F8.T1.DFTp 80.4654196459
J0139+5814_56532.0986091.ar.pscr.zap.F8.T1.DFTp 85.9472136098
J0139+5814_56539.1041659.ar.pscr.zap.F8.T1.DFTp 84.9393911522
J0139+5814_56582.9722204.ar.pscr.zap.F8.T1.DFTp 78.5684334779
J0139+5814_56607.9472206.ar.pscr.zap.F8.T1.DFTp 74.8865460356
J0139+5814_56615.9249978.ar.pscr.zap.F8.T1.DFTp 73.7025512289
J0139+5814_56700.6979144.ar.pscr.zap.F8.T1.DFTp 61.0580907598
J0139+5814_56707.6562488.ar.pscr.zap.F8.T1.DFTp 60.0272643618
J0139+5814_56713.6444415.ar.pscr.zap.F8.T1.DFTp 59.1429640977
J0139+5814_56723.6284717.ar.pscr.zap.F8.T1.DFTp 57.6750488916
J0139+5814_56730.6423608.ar.pscr.zap.F8.T1.DFTp 56.6489836325
J0139+5814_56737.5868057.ar.pscr.zap.F8.T1.DFTp 55.637503065
J0139+5814_56738.585415.ar.pscr.zap.F8.T1.DFTp 55.4924453116
J0139+5814_56752.4868048.ar.pscr.zap.F8.T1.DFTp 53.4827010496
J0139+5814_56758.5152769.ar.pscr.zap.F8.T1.DFTp 52.6169119065
J0139+5814_56759.4979151.ar.pscr.zap.F8.T1.DFTp 52.476107239
J0139+5814_56766.5187499.ar.pscr.zap.F8.T1.DFTp 51.4727356156
J0139+5814_56772.4798603.ar.pscr.zap.F8.T1.DFTp 50.6242636001
J0139+5814_56773.4750002.ar.pscr.zap.F8.T1.DFTp 50.4832136767
J0139+5814_56779.4777776.ar.pscr.zap.F8.T1.DFTp 49.632097967
J0139+5814_56780.4749999.ar.pscr.zap.F8.T1.DFTp 49.4910557349
J0139+5814_56786.4479163.ar.pscr.zap.F8.T1.DFTp 48.648038522
J0139+5814_56824.1097198.ar.pscr.zap.F8.T1.DFTp 43.4040360321
J0139+5814_56829.3166644.ar.pscr.zap.F8.T1.DFTp 42.6892493018
J0139+5814_56836.2743027.ar.pscr.zap.F8.T1.DFTp 41.7374779615
J0139+5814_56845.3055537.ar.pscr.zap.F8.T1.DFTp 40.5076719023
J0139+5814_56850.2020816.ar.pscr.zap.F8.T1.DFTp 39.843174582
J0139+5814_56857.2312496.ar.pscr.zap.F8.T1.DFTp 38.8927990675
J0139+5814_56866.2458325.ar.pscr.zap.F8.T1.DFTp 37.6782011436
J0139+5814_56871.1909702.ar.pscr.zap.F8.T1.DFTp 37.0158835753
J0139+5814_56880.2159699.ar.pscr.zap.F8.T1.DFTp 35.809587705
J0139+5814_56894.1472223.ar.pscr.zap.F8.T1.DFTp 33.9598203606
J0139+5814_56900.1027769.ar.pscr.zap.F8.T1.DFTp 33.17560832
J0139+5814_56908.0868048.ar.pscr.zap.F8.T1.DFTp 32.1291917642
J0139+5814_56928.9999973.ar.pscr.zap.F8.T1.DFTp 29.4184493935
J0139+5814_56935.9444419.ar.pscr.zap.F8.T1.DFTp 28.5291737027
J0139+5814_56942.9347215.ar.pscr.zap.F8.T1.DFTp 27.6393968671
J0139+5814_56955.8805552.ar.pscr.zap.F8.T1.DFTp 26.0056637301
J0139+5814_56986.8493054.ar.pscr.zap.F8.T1.DFTp 22.1799860459
J0139+5814_57068.6569445.ar.pscr.zap.F6.T1.DFTp 12.6762905408
J0139+5814_57075.672915.ar.pscr.zap.F6.T1.DFTp 11.8998529235
J0139+5814_57081.611806.ar.pscr.zap.F6.T1.DFTp 11.2514414958
J0139+5814_57087.5812495.ar.pscr.zap.F6.T1.DFTp 10.6061017636
J0139+5814_57095.6027769.ar.pscr.zap.F6.T1.DFTp 9.75028147445
J0139+5814_57101.4888866.ar.pscr.zap.F6.T1.DFTp 9.13051285431
J0139+5814_57109.5263875.ar.pscr.zap.F6.T1.DFTp 8.3015962618
J0139+5814_57130.4923587.ar.pscr.zap.F6.T1.DFTp 6.24689073518
J0139+5814_57124.5743039.ar.pscr.zap.F6.T1.DFTp 6.80626259355
J0139+5814_57138.4937493.ar.pscr.zap.F6.T1.DFTp 5.52599457256
J0139+5814_57150.3652752.ar.pscr.zap.F6.T1.DFTp 4.56325489441
J0139+5814_57159.4604143.ar.pscr.zap.F6.T1.DFTp 3.95872077155
J0139+5814_57179.3958314.ar.pscr.zap.F6.T1.DFTp 3.32299223402
J0139+5814_57193.3326375.ar.pscr.zap.F6.T1.DFTp 3.60704189607
J0139+5814_57200.3125004.ar.pscr.zap.F6.T1.DFTp 3.94120116317
J0139+5814_57207.2958312.ar.pscr.zap.F6.T1.DFTp 4.36457279824
J0139+5814_57214.2868046.ar.pscr.zap.F6.T1.DFTp 4.85181604175
J0139+5814_57230.2062503.ar.pscr.zap.F6.T1.DFTp 6.10520745887
J0139+5814_57235.2208308.ar.pscr.zap.F6.T1.DFTp 6.52524443731
J0139+5814_57243.1958316.ar.pscr.zap.F6.T1.DFTp 7.20761602406
J0139+5814_57256.1124985.ar.pscr.zap.F6.T1.DFTp 8.3362188521
J0139+5814_57263.1381934.ar.pscr.zap.F6.T1.DFTp 8.95697700214
J0139+5814_57271.1097216.ar.pscr.zap.F6.T1.DFTp 9.66438880416
J0139+5814_57277.1152782.ar.pscr.zap.F6.T1.DFTp 10.19848685
J0139+5814_57281.0895821.ar.pscr.zap.F6.T1.DFTp 10.5522410256
J0139+5814_57292.0722202.ar.pscr.zap.F6.T1.DFTp 11.5299535588
