#56671.5 66.7642 1669.33 1
56699.5 65.3776 7.90047e-20 2
#56712.5 62.9499 1825.47 3
#56723.5 65.2586 6.88076 4
56725.5 65.378 8.13732e-21 5
56753.5 65.3777 1.63784e-21 6
#56760.5 66.4502 114.254 7
#56765.5 65.3594 8.54061e-18 8
56768.5 65.3776 4.22525e-21 9
#56772.5 65.439 0.00315198 10
56796.5 65.3788 3.64193e-23 11
#56807.5 57.5982 3757.84 12
#56823.5 65.9581 71.4123 13
56871.5 65.3781 5.47492e-23 14
#56908.5 64.7317 47.2408 15
#56922.5 65.4339 9.9249e-18 16
#56927.5 65.5107 9.71809 17
#56936.5 73.9407 4525.04 18
56943.5 65.376 0.000129093 19
56950.5 65.3793 0.000202998 20
56968.5 65.3768 0.000603055 21
56976.5 65.3792 0.000391671 22
56983.5 65.3767 0.000115447 23
56986.5 65.381 0.000381402 24
56991.5 65.3818 0.000458037 25
56996.5 65.3843 0.000141883 26
57003.5 65.3709 0.000341284 27
#57010.5 65.3663 1.31471e-18 28
57015.5 65.3796 1.36322e-18 29
57017.5 65.3811 0.000225741 30
57024.5 65.3815 0.000365488 31
57040.5 65.372 0.000479699 32
57046.5 65.3723 0.000716777 33
57054.5 65.3775 0.000870521 34
57059.5 65.3763 0.000260567 35
57074.5 65.3808 0.00023308 36
57081.5 65.3749 0.000203695 37
57087.5 65.379 0.000274974 38
57096.5 65.3779 0.000264218 39
57102.5 65.376 0.000121262 40
57108.5 65.3788 0.000226159 41
57123.5 65.3742 0.000146959 42
57131.5 65.376 0.000146356 43
57138.5 65.3738 0.000183959 44
57152.5 65.3747 0.000181585 45
57157.5 65.3758 0.000154169 46
57161.5 65.3728 0.000133858 47
57165.5 65.3718 0.000148869 48
57173.5 65.3734 0.000108144 49
57187.5 65.3755 0.00024886 50
57193.5 65.3754 8.01692e-05 51
57200.5 65.3789 0.000169443 52
57214.5 65.3754 6.81537e-05 53
57229.5 65.3769 0.000185399 54
57236.5 65.3749 0.000119666 55
57243.5 65.3747 0.000100065 56
57258.5 65.372 4.24152e-05 57
57264.5 65.3738 0.000126649 58
57271.5 65.3749 0.000132645 59
57279.5 65.3769 0.000167107 60
57281.5 65.3727 0.000173888 61
57293.5 65.3754 0.000103139 62
57320.5 65.373 6.29821e-05 63
57327.5 65.3717 4.95738e-05 64
57335.5 65.3752 8.56604e-05 65
57341.5 65.3734 3.5989e-05 66
57348.5 65.3714 4.58824e-05 67
57354.5 65.3754 8.81339e-05 68
57362.5 65.3767 8.99885e-05 69
57369.5 65.3739 6.83588e-05 70
57374.5 65.3795 0.000107581 71
57381.5 65.3764 6.95316e-05 72
57386.5 65.3763 0.00011959 73
57397.5 65.3726 0.000121213 74
57404.5 65.374 5.99407e-05 75
57410.5 65.3715 5.51987e-05 76
57423.5 65.37 9.8396e-05 77
57431.5 65.3707 6.89015e-05 78
57445.5 65.373 6.15589e-05 79
57451.5 65.3706 6.10381e-05 80
57458.5 65.3719 3.39095e-05 81
57466.5 65.3726 0.000148963 82
57474.5 65.374 6.47193e-05 83
57480.5 65.3755 8.58297e-05 84
57487.5 65.3772 4.53119e-05 85
57492.5 65.3785 9.93911e-05 86
57500.5 65.3778 0.000119934 87
57509.5 65.3761 3.93918e-05 88
57516.5 65.3755 6.86415e-05 89
57524.5 65.3756 0.000155603 90
57530.5 65.3754 3.51354e-05 91
57537.5 65.3752 9.55776e-05 92
57544.5 65.3746 4.52434e-05 93
57551.5 65.3756 4.57064e-05 94
57557.5 65.3748 6.48899e-05 95
57565.5 65.3748 7.98916e-05 96
57572.5 65.3796 5.95008e-05 97
57579.5 65.3762 6.20548e-05 98
57593.5 65.3768 5.38376e-05 99
57600.5 65.3775 9.76552e-05 100
57608.5 65.376 7.56062e-05 101
57613.5 65.374 5.52084e-05 102
57622.5 65.3736 4.68756e-05 103
57627.5 65.3724 8.11653e-05 104
57636.5 65.3718 5.40029e-05 105
57641.5 65.3722 2.43341e-05 106
57650.5 65.3717 7.39669e-05 107
57657.5 65.3728 3.59529e-05 108
57664.5 65.3718 3.74016e-05 109
57680.5 65.3709 4.82545e-05 110
57686.5 65.3749 4.31897e-05 111
57697.5 65.3722 8.65747e-05 112
57703.5 65.3744 3.41594e-05 113
57710.5 65.3759 0.000105096 114
57719.5 65.3791 5.66428e-05 115
57726.5 65.3789 7.45308e-05 116
57733.5 65.3755 6.25347e-05 117
57739.5 65.3794 4.85971e-05 118
57747.5 65.3778 5.56814e-05 119
57754.5 65.3775 9.00236e-05 120
57759.5 65.3755 4.96503e-05 121
57766.5 65.3754 9.44229e-05 122
57774.5 65.3776 8.62525e-05 123
57781.5 65.3766 4.88458e-05 124
57787.5 65.3773 5.40909e-05 125
57795.5 65.3758 7.76159e-05 126
57803.5 65.3761 6.01191e-05 127
57817.5 65.3771 5.24263e-05 128
57824.5 65.3764 2.9355e-05 129
57830.5 65.3788 5.86685e-05 130
57838.5 65.3744 5.65041e-05 131
57845.5 65.3789 7.36349e-05 132
57852.5 65.3787 5.74538e-05 133
57859.5 65.379 5.35324e-05 134
57865.5 65.3768 3.27925e-05 135
57873.5 65.377 8.88111e-05 136
57878.5 65.3774 9.23524e-05 137
57885.5 65.3772 6.78766e-05 138
57893.5 65.3762 6.46021e-05 139
57900.5 65.3782 7.44759e-05 140
57908.5 65.3769 4.57978e-05 141
57914.5 65.375 2.24421e-05 142
57922.5 65.3757 5.66868e-05 143
57929.5 65.3763 5.53143e-05 144
57936.5 65.3753 5.95624e-05 145
57943.5 65.3739 0.000104934 146
57964.5 65.3779 3.83794e-05 147
57972.5 65.3764 0.000113094 148
57985.5 65.3789 9.71564e-05 149
57993.5 65.3796 0.000160267 150
58000.5 65.3802 5.88538e-05 151
58007.5 65.3771 9.16658e-05 152
58012.5 65.3759 4.95879e-05 153
58020.5 65.3772 6.23666e-05 154
58028.5 65.3821 0.000125819 155
58034.5 65.3767 5.01013e-05 156
58048.5 65.3756 1.6186e-05 157
58055.5 65.3754 6.73306e-05 158
58069.5 65.3762 8.87534e-05 159
58074.5 65.3767 2.7008e-05 160
