56737.5 14.59 0.000283699 0
56793.5 14.59 0.00026211 1
56887.5 14.5907 0.000132366 2
56894.5 14.591 0.000121746 3
56908.5 14.5907 8.50648e-05 4
56915.5 14.5902 0.000117376 5
56922.5 14.5904 7.28159e-05 6
56929.5 14.5906 6.51359e-05 7
56936.5 14.5903 8.38024e-05 8
56943.5 14.5911 5.46767e-05 9
56949.5 14.5906 3.30175e-05 10
56956.5 14.5906 2.72213e-05 11
56969.5 14.5913 7.88197e-05 12
56978.5 14.5908 3.75409e-05 13
56992.5 14.5907 4.13643e-05 14
56998.5 14.5903 6.52026e-05 15
57005.5 14.5907 2.90876e-05 16
57012.5 14.5906 3.31862e-05 17
57019.5 14.5907 2.87131e-05 18
57026.5 14.5907 3.89741e-05 19
57033.5 14.5905 3.57064e-05 20
57040.5 14.5913 6.21535e-05 21
57047.5 14.5907 3.91858e-05 22
57054.5 14.5905 2.54676e-05 23
57068.5 14.5907 2.06772e-05 24
57075.5 14.5904 5.07346e-05 25
57082.5 14.5908 3.88411e-05 26
57089.5 14.5906 3.0347e-05 27
57096.5 14.5907 4.07967e-05 28
57103.5 14.5907 3.65642e-05 29
57110.5 14.5911 3.01546e-05 30
57117.5 14.5912 7.65042e-05 31
57124.5 14.591 4.65884e-05 32
57131.5 14.5907 3.3107e-05 33
57138.5 14.5904 3.25335e-05 34
57152.5 14.5901 6.40099e-05 35
57159.5 14.59 4.75159e-05 36
57166.5 14.5914 0.000219494 37
57173.5 14.5919 4.27314e-05 38
57180.5 14.5906 3.51399e-05 39
57187.5 14.5904 3.27718e-05 40
57201.5 14.5904 4.63098e-05 41
57208.5 14.591 2.5405e-05 42
57215.5 14.5905 2.46897e-05 43
57230.5 14.5905 5.12607e-05 44
57237.5 14.5904 3.26657e-05 45
57244.5 14.5903 5.21345e-05 46
57258.5 14.5903 1.96018e-05 47
57265.5 14.5903 3.66062e-05 48
57272.5 14.5905 2.43468e-05 49
57279.5 14.5896 4.41046e-05 50
57293.5 14.5903 3.86839e-05 51
57300.5 14.5904 1.68622e-05 52
57309.5 14.5902 2.24483e-05 53
57321.5 14.5903 3.86789e-05 54
57328.5 14.5905 3.05634e-05 55
57335.5 14.5908 3.44802e-05 56
57342.5 14.5905 4.61826e-05 57
57348.5 14.5899 2.13277e-05 58
57355.5 14.5904 5.02787e-05 59
57362.5 14.5901 2.34156e-05 60
57369.5 14.5908 3.58078e-05 61
57376.5 14.5904 1.85436e-05 62
57386.5 14.5904 3.02958e-05 63
57390.5 14.5907 2.12509e-05 64
57397.5 14.59 7.22426e-06 65
57404.5 14.5903 2.28752e-05 66
57418.5 14.5901 2.48248e-05 67
57425.5 14.5901 1.47583e-05 68
57432.5 14.5904 2.99538e-05 69
57439.5 14.5905 4.07138e-05 70
57446.5 14.5907 3.49397e-05 71
57453.5 14.5897 2.9118e-05 72
57467.5 14.5896 2.36032e-05 73
57481.5 14.5907 1.76782e-05 74
57488.5 14.5911 4.26746e-05 75
57495.5 14.5904 3.06257e-05 76
57502.5 14.5906 6.30523e-05 77
57509.5 14.5906 4.49298e-05 78
57516.5 14.5899 6.613e-05 79
57523.5 14.5907 2.25208e-05 80
57530.5 14.5898 4.53304e-05 81
57537.5 14.5901 4.60379e-05 82
57544.5 14.5909 3.12192e-05 83
57551.5 14.59 1.22991e-05 84
57558.5 14.5909 1.83265e-05 85
57565.5 14.5904 1.82558e-05 86
57572.5 14.5904 1.18778e-05 87
57580.5 14.591 2.64269e-05 88
57594.5 14.5907 2.3669e-05 89
57601.5 14.5907 1.51972e-05 90
57608.5 14.5909 1.56867e-05 91
57615.5 14.5908 3.6286e-05 92
57622.5 14.5907 2.37961e-05 93
57629.5 14.5904 1.05384e-05 94
57636.5 14.5906 2.38151e-05 95
57643.5 14.5905 1.77425e-05 96
57650.5 14.591 3.54777e-05 97
57657.5 14.591 3.12417e-05 98
57664.5 14.5905 4.32578e-05 99
57675.5 14.5912 2.51985e-05 100
57682.5 14.5909 1.1287e-05 101
57689.5 14.5914 2.61973e-05 102
57699.5 14.5901 4.35985e-05 103
57706.5 14.5909 3.29315e-05 104
57719.5 14.5909 3.29903e-05 105
57726.5 14.5914 1.97857e-05 106
57733.5 14.5901 1.73843e-05 107
57740.5 14.5911 1.25075e-05 108
57747.5 14.5905 2.72791e-05 109
57761.5 14.5909 1.90143e-05 110
57768.5 14.5909 2.37297e-05 111
57775.5 14.5912 3.57977e-05 112
57782.5 14.5909 7.27645e-06 113
57796.5 14.5907 1.26037e-05 114
57803.5 14.5907 1.93123e-05 115
57817.5 14.5915 1.6706e-05 116
57824.5 14.5905 2.22e-05 117
57831.5 14.5906 1.45787e-05 118
57838.5 14.5906 1.34712e-05 119
57845.5 14.5911 2.42911e-05 120
57852.5 14.5905 2.24248e-05 121
57859.5 14.5906 1.37421e-05 122
57880.5 14.5906 2.97548e-05 123
57887.5 14.5908 2.40559e-05 124
57894.5 14.5907 1.10365e-05 125
57901.5 14.5902 2.98685e-05 126
57908.5 14.5902 1.46073e-05 127
57915.5 14.5906 1.69188e-05 128
57929.5 14.5909 2.16589e-05 129
57936.5 14.5902 1.44278e-05 130
57943.5 14.5903 1.72419e-05 131
57950.5 14.5907 2.8599e-05 132
57957.5 14.5904 1.89004e-05 133
57965.5 14.5907 1.10962e-05 134
57986.5 14.5909 1.84297e-05 135
58000.5 14.5907 2.13514e-05 136
58007.5 14.591 1.07521e-05 137
58014.5 14.5902 1.47635e-05 138
58021.5 14.5907 2.85373e-05 139
58028.5 14.5908 1.03323e-05 140
58035.5 14.5909 1.52763e-05 141
58049.5 14.5909 6.49291e-06 142
58056.5 14.5911 7.49443e-06 143
